Minisector,LEC,STR,Fastest
0,302.6308503715547,319.2011054367347,STR
1,160.2536069379791,160.81107572032522,STR
2,160.97845853316144,194.61385833736986,STR
3,203.42355735187573,158.79454204288572,LEC
4,278.438224742029,277.56340660869563,LEC
5,293.28996174545455,307.40703466589974,STR
6,149.879896421475,158.52934346542588,STR
7,140.62839117976864,133.9758701686174,LEC
8,165.41555237508416,191.30989355763654,STR
9,154.17114345381364,124.79430756158976,LEC
10,138.05603514266005,167.1440372987101,STR
11,130.87201026842172,130.87178584419095,LEC
12,144.75179006354918,121.50683966181995,LEC
13,254.99428399037888,249.45858197025908,LEC
14,282.35208346666667,284.5227850584387,STR
15,153.80060898861788,197.03142942431268,STR
16,205.43406264778557,169.07199422347284,LEC
17,156.17956662315024,150.88765062222222,LEC
18,256.86111952457145,247.15011959688897,LEC
19,282.03796005541125,292.0552678860863,STR
20,291.9430399030303,305.3535413866667,STR
21,301.62784096969693,320.15595215238096,STR
22,306.8799603301587,328.0293669833693,STR
23,310.62083333333334,340.20416639999996,STR
24,308.23920450909094,339.05187643405907,STR
25,307.0,,LEC
