Minisector,HAM,GAS,Fastest
0,309.3742787383441,289.1583538578413,HAM
1,322.8773496781955,297.7338241896649,HAM
2,326.0514706196078,302.2067460063492,HAM
3,322.9682010385965,302.2995628350877,HAM
4,176.17108499393942,175.42891587878788,HAM
5,209.29806727392395,213.0866484946292,GAS
6,237.41750024533331,235.92345995185468,HAM
7,265.0208872791279,263.5477455167982,HAM
8,255.90760728115944,256.39782701449275,GAS
9,164.5200419686927,164.13654408077667,HAM
10,228.25457854945054,231.3414845704231,GAS
11,132.29408760880244,135.48605601103762,GAS
12,227.26774336703298,229.1153326506667,GAS
13,186.42602395835146,194.09855802673397,GAS
14,221.10256496410256,216.99580263221208,HAM
15,245.9469976880657,248.49320573426937,GAS
16,263.0340912969697,262.1417748068059,HAM
17,281.8906746920635,282.6981575328798,GAS
18,161.27394680685958,161.19753542066445,HAM
19,174.5923122039241,171.3465376133693,HAM
20,147.51145856,144.40358618870397,HAM
21,167.50825573751732,166.5233588318161,HAM
22,115.3680239000381,112.82633901000654,HAM
23,221.65355022222224,221.35679886886447,HAM
24,270.83885524342236,270.0053293879506,HAM
