Minisector,VER,LEC,Fastest
0,309.906776522857,309.1506588966396,VER
1,192.3871540086286,198.61513151454395,LEC
2,111.83961107349316,112.04806190354908,LEC
3,199.86786891185184,194.39296976029303,VER
4,257.8844521779107,252.21018564452385,VER
5,285.0699269281999,282.6145709950327,VER
6,301.37697323990926,299.60979181666664,VER
7,234.9193226393601,231.8309401790375,VER
8,144.58934670099737,147.19730800232804,LEC
9,232.0010943228226,235.41747653890386,LEC
10,271.7709642516959,270.549356506936,VER
11,235.24227184561403,221.02636254531973,VER
12,177.5748213902836,174.50413465616938,VER
13,106.59975437212124,101.92543575926949,VER
14,108.40515047556364,107.98503274408915,VER
15,142.8635772620683,133.3017207849136,VER
16,111.37516131891694,120.53645190369983,LEC
17,214.04970525044735,208.9456630626947,VER
18,158.06916636185008,144.54051764062694,VER
19,145.45145383014142,152.83272721668934,LEC
20,242.47766592,242.2430242979894,VER
21,274.04577208574887,274.0904897142857,LEC
22,292.29752957086833,292.93507825,LEC
23,300.75064471111114,302.553676781899,LEC
24,307.0591301762238,307.35175795,LEC
25,309.0,,VER
