Minisector,VER,NOR,Fastest
0,307.42842922851906,295.2719551589743,VER
1,250.39248807093594,238.21720478279568,VER
2,192.18364470579417,202.3587096489731,NOR
3,266.5051079923782,267.5672840691358,NOR
4,220.97345214539118,224.24637388997297,NOR
5,112.8060572803348,110.75461634310962,VER
6,179.3738513710162,172.6366311082887,VER
7,257.8203699753086,255.8567939152709,VER
8,289.0975087723189,284.68501884844125,VER
9,306.57238595445136,296.33974214060066,VER
10,313.26889727370764,290.2210237805714,VER
11,229.85037977782625,224.30337606462956,VER
12,144.73846639020405,145.56126595015232,NOR
13,259.1692017100529,255.33142009795918,VER
14,294.66049840625817,288.4127259994133,VER
15,307.23325227359305,295.15333341866665,VER
16,299.8594021478088,279.77163466666667,VER
17,246.19271377865354,248.64568978390804,NOR
18,177.47173517298958,174.690822287614,VER
19,178.9937493814616,187.08495154090355,NOR
20,174.20710863442287,168.75744446773137,VER
21,237.5097816398961,248.3188551391556,NOR
22,121.59889017665279,126.67487859591242,NOR
23,195.0286703710707,183.39306581714285,VER
24,279.4304558284475,279.92754650444823,NOR
25,,295.6958336,NOR
