Minisector,VER,LEC,Fastest
0,295.520237968254,297.883928431746,LEC
1,297.78651859585557,301.6491227508772,LEC
2,288.48333413333336,301.65796077886347,LEC
3,224.38011264204806,215.41466168888888,VER
4,221.04099661128205,223.52503048144808,LEC
5,121.76074153502046,119.40640751719013,VER
6,228.099254749523,223.96399880533332,VER
7,266.7600071039635,264.4439390545454,VER
8,217.89570627750916,237.91672564891053,LEC
9,124.5905989962453,122.00853959506476,VER
10,239.93419463139693,238.76775262608697,VER
11,251.432542444794,247.9975701777778,VER
12,138.370801320784,135.77561257881945,VER
13,219.70123238941798,218.73951659775258,VER
14,265.72916630929706,264.00984814545455,VER
15,223.1326216216237,223.91604029029597,LEC
16,173.49931985565345,164.2144708671029,VER
17,242.61882943982073,244.06376491876856,LEC
18,126.42254433914079,127.73645326376811,LEC
19,154.0618388994709,149.52936306394483,VER
20,205.25646924836545,202.0729665050903,VER
21,255.1838758426501,255.87435354985294,LEC
22,269.7504632011899,272.61456828952385,LEC
23,279.68670437117663,281.8763887238095,LEC
24,288.93195447819545,290.26829545864666,LEC
25,293.0,295.1666666666667,LEC
