Minisector,VER,PER,Fastest
0,258.03360541239806,262.4482090806734,PER
1,142.81434521857452,137.79127154127156,VER
2,267.23931426359115,265.7259196943017,VER
3,309.5471247167947,306.4120999832381,VER
4,308.93986303070574,306.3172004598353,VER
5,316.4362698677954,314.58105940409814,VER
6,320.40943751991114,317.4012683230152,VER
7,315.25015123793946,317.10282118888887,PER
8,200.12117152163347,208.65333461133076,PER
9,203.83725697655584,206.56086207949144,PER
10,182.15068124935857,198.27354983883075,PER
11,179.9828601284034,182.09871812258854,PER
12,256.94816409274733,255.13994223639875,VER
13,276.1770801323232,285.68676223887127,PER
14,284.7842705773754,285.9603523681864,PER
15,270.6744672741895,284.2901114013825,PER
16,185.611725059839,188.47514179905315,PER
17,195.9304409401905,199.53570022550463,PER
18,247.97801415749322,243.27798951769302,VER
19,289.1390577196372,288.7153158148834,VER
20,308.9846604181242,304.1355329575294,VER
21,314.50964284675325,310.7845384566154,VER
22,309.11239733434064,308.2273158690763,VER
23,252.50604064287745,272.62717727030304,PER
24,121.10290275421488,124.77965980431348,PER
25,231.3875,234.97999872,PER
