Minisector,VER,SAI,Fastest
0,290.5731459526494,301.79907734349206,SAI
1,160.10046424752883,162.28484046972787,SAI
2,155.01885433974195,163.47875073986648,SAI
3,227.83295660228063,231.88327082040541,SAI
4,285.77956817916305,288.6710569065598,SAI
5,295.7638665935997,294.3078562691345,VER
6,151.06574765549772,146.9197541671718,VER
7,143.46450151517107,146.5897118464578,SAI
8,142.45861267629076,143.39125019521,SAI
9,185.98180311312268,188.43902723346605,SAI
10,131.42802653269297,141.59703991742285,SAI
11,130.61715624305128,125.88638717307137,VER
12,166.45264741502632,173.7578165226647,SAI
13,267.8509124484183,268.85041519904473,SAI
14,296.4294636523565,294.1149781046057,VER
15,159.53570788340514,157.14246622054222,VER
16,219.87084153983056,187.25996074453735,VER
17,171.9265494896623,175.01035774824388,SAI
18,271.1006781710793,270.3612251339657,VER
19,294.2955206059467,294.12347809525323,VER
20,307.66621857707315,308.518871902314,SAI
21,316.2335968163724,316.4124817754788,SAI
22,321.22499163875557,320.4868139836007,VER
23,323.55105639746097,323.78499411961906,SAI
24,322.0910966288048,322.4273077353634,SAI
