Minisector,VER,LEC,Fastest
0,290.45461195541577,291.6332176150427,LEC
1,160.66243825620208,162.75671399926142,LEC
2,175.7634158556125,172.68678596267966,VER
3,252.69619308538577,256.54951360801056,LEC
4,285.6556672842512,289.18492927343794,LEC
5,246.16699236173915,261.502979835393,LEC
6,222.10007837090987,228.82059253879095,LEC
7,153.11353495987754,152.48600846760377,VER
8,231.4251425337068,222.99967155719386,VER
9,281.17589088596054,279.4448864982857,VER
10,299.30648012121213,297.86030287515155,VER
11,307.54377713670834,307.58107983310657,LEC
12,311.21413456205596,311.5122180330827,LEC
13,304.5202445118595,310.1687919146667,LEC
14,123.19573098062033,127.67108355334692,LEC
15,120.41184018529393,119.87194021976566,VER
16,106.50738484210791,104.04998260047186,VER
17,234.22122736816104,237.6079764978882,LEC
18,285.1104481719728,286.219132397361,LEC
19,305.8071284876331,307.37053556210526,LEC
20,317.4993693738346,318.1376487263492,LEC
21,315.9421746560985,319.54755003109,LEC
22,121.2637822716578,125.49295591260464,LEC
23,207.09607175103665,198.8715204753329,VER
24,268.2001098942044,268.8629645913258,LEC
25,282.84999999999997,283.3531248,LEC
