Minisector,NOR,LEC,Fastest
0,298.6936787753873,296.78359090423544,NOR
1,308.51352498966133,305.5,NOR
2,313.2302528485498,309.2615351747368,NOR
3,296.54791005291,292.4107121329064,NOR
4,163.29680094406132,173.34286279717105,LEC
5,209.09905325033586,212.45645479505933,LEC
6,239.53935890241547,241.44138905396827,LEC
7,269.91048585200764,270.5085524518095,LEC
8,245.1442851986532,258.123404295439,LEC
9,167.0948871272882,158.9592603515958,NOR
10,221.81239883048667,224.45231298586683,LEC
11,131.02376758238285,126.49169973855248,NOR
12,232.74337811875776,228.65396862666668,NOR
13,179.51526773289436,177.42587709819912,NOR
14,219.1964434873957,213.9568379153623,NOR
15,247.3196691595985,244.90876841876047,NOR
16,268.27823229714284,268.86821124397574,LEC
17,290.836505821645,291.9578870222222,LEC
18,171.48972281678002,153.36092989981296,NOR
19,172.33888592868422,161.27570782942715,NOR
20,144.6533694244699,140.1071126111191,NOR
21,236.83142222111277,229.0368913673096,NOR
22,269.12565602680775,263.6209359210486,NOR
23,258.1288512795403,252.5286937095626,NOR
24,282.92473911649836,278.3283217817134,NOR
25,,289.8875008,LEC
