Minisector,HAM,LEC,Fastest
0,271.6269712369231,275.1438111613968,LEC
1,291.62609790210126,295.93170087785734,LEC
2,292.7502548592208,295.20112467167917,LEC
3,186.51898529081998,182.46538389021944,HAM
4,117.41760316719322,116.59633444672015,HAM
5,232.8864838028681,232.5276931029228,HAM
6,274.55426044721503,278.70654167466665,LEC
7,288.45103203636364,291.39627892184956,LEC
8,183.69597121414967,179.33142154927893,HAM
9,141.52422401275538,141.11932108025766,HAM
10,242.88691136727047,246.58816492685423,LEC
11,283.57881892392555,287.2868067970724,LEC
12,298.50285305797826,301.7695502899471,LEC
13,276.53851901561904,277.6203842728028,LEC
14,292.7572974825488,294.653962478419,LEC
15,300.55922077922077,296.73920626109117,HAM
16,253.68636109859364,252.5837780056104,HAM
17,227.4041919547475,215.2497031787598,HAM
18,273.53255688205866,272.9562536989322,HAM
19,294.754920995671,297.01476449209343,LEC
20,301.4003864052486,300.10832136809864,HAM
21,235.0431362389183,231.2870387899894,HAM
22,258.98565994937076,256.3113415851764,HAM
23,140.7905874071726,136.7698766209317,HAM
24,208.55829137912244,211.20724397121717,LEC
25,251.22142902857144,258.30208533333337,LEC
