Minisector,VER,LEC,Fastest
0,250.7771297054945,265.1446063542857,LEC
1,128.80786770585513,135.792294853815,LEC
2,203.25835353514177,196.8109128392425,VER
3,245.91979048888888,244.86854475174604,VER
4,253.14987482406562,261.1557843326984,LEC
5,171.11105437803928,175.82918255427379,LEC
6,140.94384258040162,144.71844424970158,LEC
7,181.27551798754016,182.7106919166935,LEC
8,99.27755268988936,102.52935221192881,LEC
9,71.8967252777775,71.840992597862,VER
10,96.50828391397405,94.36571902834406,VER
11,182.43659427102082,178.53068776281575,VER
12,239.83289126282972,243.53101866384878,LEC
13,256.77133892952384,268.50464282340135,LEC
14,261.8122166827925,280.34806438857146,LEC
15,104.8334309320272,108.9729912325069,LEC
16,155.74440563067543,138.74409897312168,VER
17,193.04789217452972,186.53458279434656,VER
18,196.50399269333332,198.43506527636364,LEC
19,206.5433439369764,217.82433112831168,LEC
20,136.78793748380951,135.45077351798707,VER
21,105.6621039165902,114.08272814224284,LEC
22,97.65666617672984,99.83443231158633,LEC
23,195.33078964266667,203.64434139495555,LEC
24,248.79356329396825,248.11221244675323,VER
25,260.0999936,261.8340904727272,LEC
