Minisector,SAI,NOR,Fastest
0,271.234992547297,269.5695435110586,SAI
1,243.74358052867726,240.13804373379955,SAI
2,111.36754359276395,109.7630381560787,SAI
3,165.841985205154,180.5087261904762,NOR
4,176.29425184063408,178.53560793814816,NOR
5,208.7504855293773,208.54007777777778,SAI
6,266.81484094342846,265.76987485551535,SAI
7,286.1321148795239,283.0031216931217,SAI
8,192.63587485201464,179.70925290338474,SAI
9,127.58895932934908,129.69298781019776,NOR
10,128.00711912592325,128.21003196698638,NOR
11,191.80875558767565,183.3847180783117,SAI
12,224.4085954110984,223.26812954367344,SAI
13,128.41977364318623,126.48765512350192,SAI
14,145.1874984594664,136.1231115743315,SAI
15,120.69772087279686,133.11277197326638,NOR
16,247.5340478422222,250.01132436080775,NOR
17,143.71981136172886,136.9855546977454,SAI
18,192.82112973480824,199.863519245772,NOR
19,120.81442241966468,119.0570331742787,SAI
20,127.65145983290621,126.53344884305916,SAI
21,120.43731147691997,119.6483120950828,SAI
22,137.57532169604968,141.95669127802424,NOR
23,224.51920189086601,205.8614023504193,SAI
24,234.0008189000397,233.04362107309484,SAI
