Minisector,LEC,PIA,Fastest
0,273.63360506896333,272.47528071217397,LEC
1,299.35026004086575,296.3522386825397,LEC
2,313.10221886058366,309.4643837962161,LEC
3,322.0975001884444,318.9001666346667,LEC
4,325.54702395646257,323.6995715311746,LEC
5,324.4665909697048,327.1017658514285,PIA
6,184.09583805938595,209.71971023763044,PIA
7,103.80161417814442,104.37859811383997,PIA
8,181.24917674026668,185.80216530793652,PIA
9,258.9766765792579,257.34902167987286,LEC
10,288.9026840407843,288.44955030944993,LEC
11,174.2477313006073,151.1490483293964,LEC
12,91.22739408333771,96.54375100817407,PIA
13,108.07080299831772,112.3064615928889,PIA
14,214.13773901588092,213.9511634266991,LEC
15,178.91205101136288,182.89110347371772,PIA
16,218.50290520618094,218.62699819600712,PIA
17,175.42094107133642,168.94140534277045,LEC
18,234.39678801283026,239.17557481781864,PIA
19,275.4440362066007,278.14443797557425,PIA
20,249.92297339221727,232.5883505910534,LEC
21,144.66920075988796,136.15334237206727,LEC
22,95.76626546231851,94.14532880245068,LEC
23,122.64272144629336,119.56002072883041,LEC
24,227.0468225511846,225.306692783009,LEC
