Minisector,HAM,VER,Fastest
0,274.4340562678475,271.00401311390476,HAM
1,305.1213667562152,299.43274284523915,HAM
2,325.63344918874077,312.5498069645311,HAM
3,341.7678891404603,321.4968682434709,HAM
4,346.5148550551805,326.2833431149206,HAM
5,347.81688984761905,328.2210938,HAM
6,220.8613509182098,199.75535032678442,HAM
7,107.39220446414247,105.78900063361966,HAM
8,191.03689673089886,186.4221351072578,HAM
9,263.14632692172336,261.18704343135937,HAM
10,296.0110639589952,290.176153,HAM
11,157.81081680510894,174.6319375507367,VER
12,98.28607948993177,98.12027349437813,HAM
13,115.16212782263074,115.28944468970852,VER
14,218.39771155169083,216.24548742617284,HAM
15,189.76728840131724,195.12890739919192,VER
16,220.55644700606064,227.86645785599998,VER
17,178.86847012689392,182.79345659238095,VER
18,236.4634616321195,241.71237180326202,VER
19,276.6858614480672,280.05244305563906,VER
20,232.47807823597594,245.61775094795576,VER
21,142.28350513763266,143.56702102596878,VER
22,100.95229137312323,97.61652598900932,HAM
23,124.65771416809524,122.92094241066611,HAM
24,227.05301497973122,227.1606356701381,VER
