Minisector,HAM,ALB,Fastest
0,260.9012340363235,256.0840150634594,HAM
1,216.98621655341526,210.58754478843767,HAM
2,230.5180554451839,216.2769050411021,HAM
3,266.51239661504707,260.6646853981723,HAM
4,277.5243121978721,273.9155045877551,HAM
5,222.8044425665816,214.42859746475077,HAM
6,98.83723614388829,94.64959730840387,HAM
7,194.22248771330516,185.35690185688466,HAM
8,271.2752397593599,269.0346202197701,HAM
9,291.52447504125183,291.648322367189,ALB
10,298.3237272727058,299.5232892930016,ALB
11,300.4220914865409,293.87100781804503,HAM
12,116.77716310427466,110.91994064173325,HAM
13,217.77767878287693,214.50839210607393,HAM
14,276.9631682120168,277.1146428683038,ALB
15,294.3930464823482,295.4070041050704,ALB
16,233.06964605493397,213.56560630875487,HAM
17,129.93803790515793,124.61152630966336,HAM
18,156.9843343022929,154.5957997231021,HAM
19,255.63822149182445,251.48600632233604,HAM
20,169.48693139902568,156.65706263932847,HAM
21,132.62741496181397,127.96837599985453,HAM
22,208.9238695168486,204.55191586727742,HAM
23,215.65532909341914,203.20098551556381,HAM
24,170.15448270202606,166.34244111273046,HAM
