Minisector,VER,LEC,Fastest
0,294.4576261653816,292.12155779710145,VER
1,302.81344703030305,300.6278984811594,VER
2,274.91658168515954,283.40900275581816,LEC
3,116.5559887102037,112.77010523606636,VER
4,235.30526033582981,230.29568893793103,VER
5,275.00538267826084,272.11660082040106,VER
6,216.0401214967742,207.2861534117647,VER
7,175.7923904135152,175.0287293673047,VER
8,221.02011490434595,219.0082827276919,VER
9,230.19540229885058,229.8227012781609,VER
10,121.0517451891487,120.85176056937233,VER
11,235.3571898749347,232.16532127594843,VER
12,122.25852775091576,119.2702640303029,VER
13,229.36143589935403,225.22781114745484,VER
14,277.56175584126987,273.1179997013333,VER
15,224.37404352261382,220.18035073966206,VER
16,208.95878018376268,201.5220335309804,VER
17,259.92374101277505,255.33381386666667,VER
18,206.5908190486931,207.44858921226137,LEC
19,193.75191090042324,189.42283902258504,VER
20,269.9719143198738,263.1616186697143,VER
21,286.4862318376812,288.0059026222222,LEC
22,170.13315166615345,166.4620646618751,VER
23,221.75406953873247,218.55416543655912,VER
24,280.35779323873527,272.91301993142173,VER
25,293.78333333333336,285.6166656,VER
