Minisector,NOR,LEC,Fastest
0,288.9807528235615,284.49385798787876,NOR
1,301.3560127612174,298.95940024037424,NOR
2,305.67104165333336,305.0720237714286,NOR
3,306.9124615171006,306.28637217844613,NOR
4,246.29971690931677,246.04498964858828,NOR
5,194.55693818902503,191.63870977015873,NOR
6,258.1581784937098,254.19799892710805,NOR
7,279.2325672778504,280.6749186839827,LEC
8,214.2519598618502,204.96583985455015,NOR
9,211.23964029729382,207.16728241777778,NOR
10,136.67105703198547,142.70755250830888,LEC
11,246.3158143971812,247.02757487649626,LEC
12,275.91111175247016,273.9376897939394,NOR
13,218.15351667640257,217.93097389387756,NOR
14,262.2002417366886,262.1726545298183,NOR
15,226.55921035910424,221.18110274285715,NOR
16,181.37830044151244,186.45143254839547,LEC
17,258.584958402202,258.80471197460315,LEC
18,149.71004265494506,149.0789476426256,NOR
19,207.8007444442239,213.3397257707231,LEC
20,274.4152618402646,270.9123647950427,NOR
21,290.7227238130066,288.93194448253973,NOR
22,162.2436945016544,160.37337826742214,NOR
23,178.85373919146136,182.15856070364146,LEC
24,258.2976419248527,258.95182784056846,LEC
25,278.7375008,,NOR
