Minisector,VER,HAM,Fastest
0,291.40431441245653,295.4402456915716,HAM
1,302.07408000805367,306.2372739349611,HAM
2,267.5012651827022,282.60126664840357,HAM
3,110.25128740879923,105.97158646210549,VER
4,220.25639164030568,216.86536651097643,VER
5,267.9700782438736,270.93146402194986,HAM
6,207.7114704877267,213.33237522051283,HAM
7,160.9114100526,157.50412916915138,VER
8,200.00928887571428,201.79136712404647,HAM
9,205.92247298708995,214.27950964578594,HAM
10,118.08780460327185,109.96982178162355,VER
11,224.30266876773845,225.8964955018333,HAM
12,117.61933386550663,113.73958188062625,VER
13,219.5988483718299,217.9700044310204,VER
14,270.41149971329617,272.152870787626,HAM
15,216.0394595041975,213.8835027945743,VER
16,187.13003413923195,191.41420739462288,HAM
17,241.02534562378926,250.65819921380262,HAM
18,202.88039987910534,197.33751417466868,VER
19,184.90734822380443,174.80621136067225,VER
20,263.20879143409996,262.4054673551238,VER
21,286.99803110073583,292.4186991094949,HAM
22,173.68589049251776,169.4603828304267,VER
23,209.6710985703887,207.4783369451122,VER
24,272.6987279792208,273.6230231484249,HAM
25,285.3958336,287.60499968,HAM
