Minisector,HAM,RUS,Fastest
0,241.5991905118139,242.6475984644217,RUS
1,272.99480868888884,271.7682535908358,HAM
2,164.78548052786877,177.92496771008368,RUS
3,156.11247963010408,153.6044573589817,HAM
4,257.10391101162344,256.7857955522078,HAM
5,268.71839985608466,268.8202632489337,RUS
6,228.29249843090244,228.71498244962962,RUS
7,206.846226413525,209.10514827886553,RUS
8,155.78900160513166,160.95261878217218,RUS
9,214.91631792,213.38587105713836,HAM
10,271.19134969900017,272.2511966672811,RUS
11,124.76722094071431,122.91546365728486,HAM
12,207.33298875623933,204.39332262647335,HAM
13,269.76864197532336,268.22564297447616,HAM
14,289.7850141441847,289.6553716335051,HAM
15,296.6871520585621,298.37125000000003,RUS
16,234.0281714606105,246.37727372200635,RUS
17,136.99007309730158,134.62700192725526,HAM
18,135.36872174732306,135.79426110884557,RUS
19,122.04103168380696,122.53750052613772,RUS
20,223.3837534488445,224.7002687288889,RUS
21,257.98113519256054,257.31163120765217,HAM
22,229.95319685845888,238.55647934578462,RUS
23,215.17632294164557,217.1032795365667,RUS
24,137.51524645883833,137.24602562245533,HAM
25,,208.46481682962963,RUS
