Minisector,VER,SAI,Fastest
0,285.97583047978196,287.68332745295237,SAI
1,160.00610524202483,164.10221203665273,SAI
2,172.8294051410101,176.99879565575594,SAI
3,249.60761829159512,253.50535279490413,SAI
4,282.4969195160091,281.8154985606096,VER
5,248.27040593902368,247.25888754867722,VER
6,226.7364299134694,227.01457553782404,SAI
7,158.3451073718656,155.84563878098334,VER
8,233.182187527384,233.47304221787886,SAI
9,278.1205567106221,280.50859950217824,SAI
10,296.39836716843536,297.5777231494737,SAI
11,304.7436645023888,305.4610937066667,SAI
12,309.0058927817143,309.8759905311943,SAI
13,306.5375298961378,308.08779382974797,SAI
14,136.4233528669611,132.01654120345805,VER
15,120.59691776731084,119.58534089762853,VER
16,95.91733902264612,97.6234500858492,SAI
17,230.87106383726086,234.38973711445888,SAI
18,282.28813740190475,284.83169377121897,SAI
19,302.38512519227953,302.7515185802554,SAI
20,314.284644587726,312.1134137236424,VER
21,315.2131060214668,316.15473258382156,SAI
22,121.06716170865445,116.89056903823256,VER
23,202.38749713617744,201.53788571146384,VER
24,267.81153377212,265.19743611791796,VER
25,,281.4,SAI
