Minisector,NOR,LEC,Fastest
0,271.57187403741193,268.9070454868853,NOR
1,287.60678117250245,289.16774414337664,LEC
2,295.419397952,296.3364753964912,LEC
3,128.56710142216315,125.85258229179027,NOR
4,192.22791240609732,190.71231797974608,NOR
5,247.6819180515222,248.21810988752955,LEC
6,134.46374036571427,131.10397446765307,NOR
7,206.22241060834767,199.52918710945477,NOR
8,257.66783782796676,256.51713098825167,NOR
9,278.893768368868,279.788221280393,LEC
10,230.8208449197204,232.12274891123812,LEC
11,172.52365536983103,169.72264878394282,NOR
12,191.83877444752886,186.58627422607472,NOR
13,134.20898674105248,145.92739700030543,LEC
14,174.18853692315048,175.6777812364745,LEC
15,160.11776214697394,156.12891467297297,NOR
16,222.30989492894662,215.80821684619607,NOR
17,233.45731553686858,235.18083835421524,LEC
18,239.6619171496705,239.07456678720953,NOR
19,224.9546990125177,227.0393957375905,LEC
20,145.8923967439316,146.21247089299348,LEC
21,126.79786912994788,127.51874331289146,LEC
22,172.603178320112,165.79313116685225,NOR
23,154.28133458582695,148.14704361916208,NOR
24,230.8654268903896,228.50472819120182,NOR
25,256.9833344,,NOR
