Minisector,HAM,GAS,Fastest
0,298.37089667540783,278.06292610612246,HAM
1,306.3542823407408,299.0,HAM
2,242.37439470419014,234.4683008671605,HAM
3,121.10864917267364,120.19675977895638,HAM
4,136.9792549591702,132.8255112598991,HAM
5,253.99942829555553,242.87985880685716,HAM
6,259.8513645906418,233.0583415866407,HAM
7,127.162609117771,132.46103238925227,GAS
8,241.0930678168116,249.81153549781473,GAS
9,248.65297930433863,250.72731217201581,GAS
10,212.84072773931467,207.14190044419047,HAM
11,141.7055988630088,138.8782836703385,HAM
12,202.45767644,208.03872181662834,GAS
13,256.78743688971196,245.43973383142858,HAM
14,115.74179309492031,110.6694997982542,HAM
15,185.01598895981112,199.71836182178495,GAS
16,264.82394577535354,272.2396359627435,GAS
17,305.9788617529514,310.0325725423377,GAS
18,318.22731240319615,322.8669786352941,GAS
19,311.2785498263036,325.18643752266667,GAS
20,305.8382517734336,321.0158088,GAS
21,168.34784298876053,182.77473845588744,GAS
22,139.46078605823732,138.1190569926119,HAM
23,188.9021805857611,184.00722920341204,HAM
24,238.8470909183418,231.79955948210795,HAM
25,281.7,,HAM
