Minisector,VER,SAI,Fastest
0,242.67975599377584,247.03045579130435,SAI
1,275.53419822282694,283.1650904032455,SAI
2,178.34496132763513,172.10626305158405,VER
3,152.03076328489794,153.96977037577054,SAI
4,253.38389369309425,256.84786439903235,SAI
5,266.0746402092929,270.52029810457225,SAI
6,232.54493547368622,223.49621379124798,VER
7,205.70967232373204,202.46997365231746,VER
8,157.30343021946928,158.409746997817,SAI
9,220.23253569100925,209.79457359113678,VER
10,266.1027089215133,273.4009427161482,SAI
11,121.39209027349618,124.26814229814171,SAI
12,197.64080515514777,202.5067891722046,SAI
13,265.6917857142857,270.18307157281265,SAI
14,288.77788590453457,292.20416914189894,SAI
15,295.89468252352094,302.2983332495238,SAI
16,240.4190502784774,231.7553519704435,VER
17,130.26839334865673,132.60924538936757,SAI
18,134.74819794070854,129.4282168555215,VER
19,122.27950635432086,118.22437381608358,VER
20,219.1956714907234,228.13580109920403,SAI
21,254.7610052910053,260.7100314362323,SAI
22,236.21391168537525,231.0529798163811,VER
23,213.12551020408162,215.12024245486703,SAI
24,135.38008199766617,138.62436512103153,SAI
