Minisector,HAM,GAS,Fastest
0,269.5263425011472,268.42409205813465,HAM
1,244.72540921046166,249.1041565732531,GAS
2,107.17777205096272,108.87047917450619,GAS
3,164.01471882989898,172.01037109706948,GAS
4,164.1437637943604,167.0107352579277,GAS
5,202.07201452744587,202.71588020913507,GAS
6,270.27436344279363,263.58036796536794,HAM
7,285.6915077306368,284.1015908945455,HAM
8,172.9829628940153,191.95932297717079,GAS
9,124.2285636914902,131.07020222121403,GAS
10,124.59379735601686,124.48189588122429,HAM
11,184.32130636059114,172.49789923555556,HAM
12,200.21860045575755,231.74650745465632,GAS
13,128.4880228181081,130.4337677637614,GAS
14,138.33387489786284,153.7223240957529,GAS
15,107.55419091491022,106.98522750580366,HAM
16,248.79964699733333,246.25339523755824,HAM
17,142.82788319054995,161.443921970989,GAS
18,195.0533117303873,168.01990557484407,HAM
19,119.17422924726368,136.81025848448965,GAS
20,128.3061860608627,131.3817645874006,GAS
21,114.49864193543294,110.92136607225973,HAM
22,134.63306070902493,125.27841885248469,HAM
23,212.3274567578292,209.7665483967674,HAM
24,224.61173253447583,210.56782875511763,HAM
25,254.0,252.03173795776607,HAM
