Minisector,VER,LEC,Fastest
0,291.5482581220366,281.582232125673,VER
1,314.87677596444445,297.7070296562358,VER
2,315.8849427393939,301.0219513004329,VER
3,187.49424217510239,176.24997447521164,VER
4,221.14195666772437,219.85141729229971,VER
5,211.6972399452058,205.90050756495776,VER
6,178.12842927238097,179.55401294532695,LEC
7,206.5869924238832,205.19863294227795,VER
8,257.4549095821026,255.12698596513766,VER
9,270.2975783856003,264.5730956377609,VER
10,169.52043953797377,169.69531731376145,LEC
11,234.93876503564485,235.48270020576322,LEC
12,125.67105923817931,115.85491724509737,VER
13,220.20778030980193,224.92831036098,LEC
14,276.1218340774839,276.68050850713905,LEC
15,293.19500112118305,294.2604441069561,LEC
16,212.03919818419755,225.51769316194057,LEC
17,190.14199240055444,181.34482591130572,VER
18,267.27476448854594,265.53550490016227,VER
19,290.51712552571956,292.07597765521547,LEC
20,300.9118908011838,301.7460334936926,LEC
21,301.86437249009526,303.8438021733333,LEC
22,270.8582076453974,288.1686025968383,LEC
23,118.13473645986744,115.15354931051831,VER
24,237.69804000592924,228.3868403440577,VER
25,,265.44250112,LEC
