Minisector,RUS,HAM,Fastest
0,313.19795382671384,312.3575115940741,RUS
1,185.90813894954823,192.2253825635222,HAM
2,113.32973297478726,107.9201540839137,RUS
3,196.34892372156108,194.53653941404838,RUS
4,255.76882226748586,255.87076424078103,HAM
5,287.6775520950051,285.21049409930157,RUS
6,304.42838538095236,301.75347544177106,RUS
7,230.21673746919916,230.92595277015474,HAM
8,143.33029356611337,141.38523933945018,RUS
9,231.27135765386802,225.53589249026146,RUS
10,271.6127248082088,270.4089209559808,RUS
11,224.29164696899826,237.2670012157899,HAM
12,170.91540649548492,174.32220537102222,HAM
13,106.70171896084656,103.68906837784833,RUS
14,106.75429270553167,104.4988088511721,RUS
15,139.14595054607472,139.17071177146448,HAM
16,112.96383411255519,110.74285377756749,RUS
17,211.56171949482922,201.83079130560827,RUS
18,150.106114709963,145.84169929863526,RUS
19,144.72666630417578,149.71058930400838,HAM
20,244.34979069494952,242.6169380981421,RUS
21,276.4421293925926,275.8111180267668,RUS
22,295.0936612935245,297.1561027166667,HAM
23,306.312666432,309.329207305315,HAM
24,312.4584490962963,315.2682737904762,HAM
