Minisector,HAM,VER,Fastest
0,279.0425385192311,281.1177185041812,VER
1,292.3485355284641,297.41290111212146,VER
2,287.32375650081724,294.98674447140644,VER
3,176.7182438928751,187.3554041529522,VER
4,128.4400546438448,133.50731824199462,VER
5,242.94230649039937,242.91993818417578,HAM
6,280.9951057213404,283.4182980778038,VER
7,286.1049604825397,291.96354133333335,VER
8,186.91943730498784,196.68047175390828,VER
9,153.55374027687338,154.344497480742,VER
10,256.2095986044001,256.5545398285714,VER
11,291.32765581274447,291.47756246868454,VER
12,299.07474906742596,304.4598767987761,VER
13,276.12256084436143,292.08657217285327,VER
14,292.8896904655238,301.32037557069526,VER
15,292.7946018177613,302.83442230647154,VER
16,248.9963345316656,267.3836868873931,VER
17,232.95429794767622,239.29090139398852,VER
18,278.03311285502645,279.8254442891479,VER
19,294.1583185379172,297.12016045460814,VER
20,291.21050996877267,299.32024641105585,VER
21,234.6078320963415,247.32463603339687,VER
22,264.99689834667964,267.52926253961283,VER
23,144.77037699709234,147.86812152583636,VER
24,225.6962993858983,224.07229388165828,HAM
25,261.06666666666666,262.95397459064066,VER
