Minisector,BOT,RIC,Fastest
0,292.902976152381,308.76388402565874,RIC
1,295.22687498666664,320.19249346031745,RIC
2,296.42324564210526,320.4293981037037,RIC
3,237.64871213898496,224.33714862050726,BOT
4,239.6027067848812,226.5424672820513,BOT
5,119.37720395018545,113.43874019229087,BOT
6,219.44660543209878,218.81295764467,BOT
7,270.0965128489796,271.7755952111965,RIC
8,240.2646407192381,219.87547231898895,BOT
9,118.68357647479735,116.33725464674924,BOT
10,236.95514464368313,237.85531243942205,RIC
11,259.17543315670997,248.9195156719549,BOT
12,140.1993841196099,130.72979413424875,BOT
13,215.82868620227867,215.68751996127577,BOT
14,271.63595133339135,268.8057535492063,BOT
15,238.0402881584762,220.47665916269557,BOT
16,158.87829284044872,156.7548159231967,BOT
17,241.36998964444444,240.4472051478261,BOT
18,125.42668293097695,120.00667908375647,BOT
19,151.5357858021661,139.4912575133963,BOT
20,201.60336450311988,195.47542738614533,BOT
21,262.4725313559984,261.84107088253967,BOT
22,279.24666656,275.3392483744935,BOT
23,285.2962299936508,280.2831268714771,BOT
24,293.12158965703316,287.2180136100251,BOT
