Minisector,LEC,NOR,Fastest
0,281.582232125673,280.5898864724647,LEC
1,297.7070296562358,299.5082559284472,NOR
2,301.0219513004329,301.2745289524436,NOR
3,176.24997447521164,179.67135219064807,NOR
4,219.85141729229971,218.3119955638871,LEC
5,205.46567162310185,204.44640970445832,LEC
6,179.2168239557914,179.7910635842735,NOR
7,205.19863294227795,203.19651959753855,LEC
8,255.12698596513766,256.50776819036577,NOR
9,263.4368385642504,264.6596008100251,NOR
10,167.79613584272604,164.9706979552691,LEC
11,235.48270020576322,238.39714543836735,NOR
12,115.85491724509737,114.13000063003528,LEC
13,224.92831036098,226.3506540587909,NOR
14,277.2640755560055,278.11410626909094,NOR
15,294.51401684855716,292.5151055704924,LEC
16,220.01636934229438,208.82621214499355,LEC
17,182.70494342620492,186.68768340729503,NOR
18,265.53550490016227,268.03966828753624,NOR
19,292.61452514110493,292.46725421004186,LEC
20,302.0717755366224,304.0593420595616,NOR
21,303.6929202090582,305.0163553818182,NOR
22,278.8619416829794,265.96305780022857,LEC
23,114.95177449570349,115.17221573728395,NOR
24,237.08624125486824,235.99787989372405,LEC
