Minisector,NOR,HAM,Fastest
0,275.37498334911567,270.2151945904762,NOR
1,240.11009433184108,246.90816801845375,HAM
2,119.91157470487815,113.65522505765232,NOR
3,176.2653754978818,167.47372215315823,NOR
4,196.51586058453628,188.0458248881738,NOR
5,203.54890285113999,196.19172493731799,NOR
6,267.7738174317493,263.53543795671,NOR
7,289.34487491388103,286.546520068129,NOR
8,229.56152143197463,239.34487506455025,HAM
9,151.69804732084333,139.48755688753286,NOR
10,121.8026620368742,116.00989691536671,NOR
11,161.26760740679276,143.38373416192482,NOR
12,243.98602299204288,244.94528176601503,HAM
13,153.14879537349645,150.78964171658149,NOR
14,159.75455921062712,147.88603341566164,NOR
15,106.32554466008041,107.13246174441319,HAM
16,224.70132686569562,212.5560039765006,NOR
17,234.55407826539684,242.94083874134213,HAM
18,132.03623203639924,126.90766748688475,NOR
19,243.12657352049925,237.1128298878942,NOR
20,277.3514044377489,273.9700467832612,NOR
21,197.9460401416563,202.2429121840601,HAM
22,165.21737980547186,146.7484879034477,NOR
23,221.02298790734736,217.10759089408498,NOR
24,234.8464935606349,228.59150885001978,NOR
25,260.68125088,254.984374,NOR
