Minisector,NOR,HAM,Fastest
0,271.57187403741193,269.16840511154084,NOR
1,287.60678117250245,290.9562406520301,HAM
2,295.419397952,293.48869756564795,NOR
3,128.56710142216315,123.36896352368422,NOR
4,192.22791240609732,192.40379904736812,HAM
5,247.6819180515222,252.13519425777775,HAM
6,134.46374036571427,137.93292555113095,HAM
7,206.22241060834767,208.3640110185941,HAM
8,257.66783782796676,259.6018793619753,HAM
9,278.893768368868,282.14870741061645,HAM
10,230.8208449197204,229.99776032995135,NOR
11,172.52365536983103,172.5392123202682,HAM
12,191.83877444752886,191.62892850322822,NOR
13,134.20898674105248,137.84417552336717,HAM
14,174.18853692315048,176.26339599113587,HAM
15,160.11776214697394,160.20263875847152,HAM
16,222.30989492894662,221.02210981679653,NOR
17,233.45731553686858,226.71750691726174,NOR
18,239.6619171496705,236.79919343796192,NOR
19,224.9546990125177,225.3118452261778,HAM
20,145.8923967439316,148.8639497915205,HAM
21,126.79786912994788,123.44774003170073,NOR
22,172.603178320112,168.7673261638095,NOR
23,154.28133458582695,151.36840099589242,NOR
24,230.8654268903896,224.84455935906692,NOR
25,256.9833344,,NOR
