Minisector,NOR,STR,Fastest
0,293.85348933875076,291.69184791885715,NOR
1,306.55837329109437,303.7657258828011,NOR
2,313.7730476381699,309.357833343256,NOR
3,314.31083322666666,307.9210571585185,NOR
4,190.90550432573477,193.53753594183567,STR
5,211.71372754364532,214.03754225015874,STR
6,268.3861669005848,266.4112864618735,NOR
7,271.60837317155557,269.5161485583673,NOR
8,193.3049609351065,180.17309098393633,NOR
9,142.3151122863413,144.66817633547507,STR
10,182.75437543675574,183.215594809958,STR
11,261.5988464069264,259.5067781354882,NOR
12,247.17273755692435,247.78302875712833,STR
13,231.01250941849804,226.11418890432236,NOR
14,272.053584616127,266.99069301225603,NOR
15,163.84392986340134,163.56708596685667,NOR
16,220.9137942912,219.64302468239617,NOR
17,232.6723452253262,235.11265618899645,STR
18,131.5540433297143,134.43454082247308,STR
19,241.3023934193963,244.25579765124817,STR
20,282.5880202600151,281.15190404569574,NOR
21,237.91676506131517,227.27781606322424,NOR
22,138.4444055259259,136.1947307946425,NOR
23,204.7990675098533,209.44951231001517,STR
24,271.88332882539686,269.235568449905,NOR
