Minisector,PER,NOR,Fastest
0,293.1804784509987,288.95991560638214,PER
1,159.39277975001878,159.5003371270963,NOR
2,151.79101892176723,152.7308458936063,NOR
3,226.0874715051688,229.00928647068076,NOR
4,285.28398323116886,283.357815347412,PER
5,284.12968573333336,279.92341995718596,PER
6,143.77326712550266,145.83086258698097,NOR
7,143.91307599367664,145.84691774630392,NOR
8,143.60953237232428,142.21176150297742,PER
9,183.77062424001062,193.75019550060364,NOR
10,133.15770975711874,128.91211220786548,PER
11,122.29718096161024,120.66648493340135,PER
12,167.39764025783666,175.83674189397445,NOR
13,267.6228339626667,268.5917721142089,NOR
14,287.62559546320347,282.3845237995859,PER
15,150.55887417642478,150.17675137722188,PER
16,212.82872672554666,211.33325522062705,PER
17,173.31901762005012,177.6247332168377,NOR
18,273.1757943387915,273.65324878095237,NOR
19,296.17480179954646,293.17708315151515,PER
20,309.6692029737881,304.6836463415247,PER
21,317.09708336,311.03472218412696,PER
22,320.2139584,312.83708336,PER
23,323.131547631746,315.02875002666667,PER
24,320.2280073864662,313.1011363393939,PER
25,315.07499946666667,,PER
