Minisector,SAI,ALO,Fastest
0,292.4956301047811,293.6000710983476,ALO
1,303.7802046735749,301.2918877235756,SAI
2,307.923499968,306.16733224811173,SAI
3,187.15118556577735,183.40262557989172,SAI
4,208.7900637840191,208.27500366918414,SAI
5,202.267608465691,208.1511156943159,ALO
6,263.5887026078223,264.1131652405195,ALO
7,253.08597974221516,252.8178888331382,SAI
8,211.99679130373627,212.39631110424455,ALO
9,210.10486179946187,203.32092642538655,SAI
10,141.49498981626317,141.34036211355908,SAI
11,199.20084669310353,201.81821819386835,ALO
12,184.33113802391168,184.70354099329128,ALO
13,249.28888381809523,252.26668747733333,ALO
14,181.12665398510705,176.04974483206735,SAI
15,233.01578426598292,237.87797013995814,ALO
16,280.57425756688053,281.7953814015559,ALO
17,290.6984016578483,291.370045076337,ALO
18,281.8102639746494,282.24752380891334,ALO
19,267.2176533350424,262.990998409631,SAI
20,269.9453261711977,263.1832985350888,SAI
21,261.91658363195745,267.18180193131315,ALO
22,226.53414009550528,230.2700383898746,ALO
23,214.51310706167743,200.73130598679757,SAI
24,267.9681001088765,269.5511629424017,ALO
25,284.2,,SAI
