Minisector,VER,LEC,Fastest
0,280.9655962030602,282.37971085687803,LEC
1,296.5437572635268,299.570410730284,LEC
2,297.8885415238095,293.9512031924544,VER
3,187.9826541287204,169.61960263667453,VER
4,220.3511936767231,217.31763242837548,VER
5,205.65343603384704,195.36060065860167,VER
6,183.07429498404073,174.95058761879187,VER
7,208.92777813525998,200.7950937292139,VER
8,257.28673468272785,253.46389089275218,VER
9,269.59321872231885,263.4679299254857,VER
10,172.41479623682739,161.9993614161482,VER
11,238.3948084028147,233.94806585526575,VER
12,118.71195619445432,112.33818421879289,VER
13,220.08847062154004,225.8143659123884,LEC
14,275.40922013724315,276.55446844557724,LEC
15,288.91927405714284,293.4332961,LEC
16,220.20390202954258,204.70572119264182,VER
17,182.1513629707196,184.11337522739078,LEC
18,263.75276723741257,260.6507581554669,VER
19,290.7366480608192,292.7581596556018,LEC
20,302.3314066922124,304.2490443284694,LEC
21,302.079621767565,304.83061155191166,LEC
22,273.5047477920099,266.1661533461163,VER
23,117.78703005736239,112.87963620159736,VER
24,238.81224657493652,234.13293005820105,VER
