Minisector,PER,OCO,Fastest
0,291.79608396642215,293.47519429549317,OCO
1,299.1812919744538,300.48229376822485,OCO
2,217.97603740661728,215.99428390060604,PER
3,140.47478535483629,131.71873747553656,PER
4,219.3241519052237,218.20999903942277,PER
5,161.76317054256694,168.58402945106198,OCO
6,169.2035304816357,164.0666059779123,PER
7,252.33748954138647,245.88549309495875,PER
8,277.53760565122445,275.0585727345658,PER
9,285.31812507123806,283.99081840761903,PER
10,275.8085478577857,267.6617923785894,PER
11,243.56923076923078,245.79212301714287,OCO
12,244.13633871390476,246.84417636601307,OCO
13,215.3898460777022,205.43924815852958,PER
14,131.66743083455503,133.22559653970507,OCO
15,143.1311554399428,139.62807726023377,PER
16,170.97014448956133,167.9850618460512,PER
17,242.54541687810124,244.8143741731217,OCO
18,236.6835086677376,257.09859249679596,OCO
19,113.45713356374958,119.34315522919195,OCO
20,190.08799038308848,183.37338478131218,PER
21,198.98785884381826,200.0952884863298,OCO
22,231.81033807788452,218.48907088145123,PER
23,261.4402628778625,257.67400896315604,PER
24,279.84358473724114,277.1634573561673,PER
25,,288.28249983999996,OCO
