Minisector,HAM,PER,Fastest
0,256.3728783930213,257.2991298703107,PER
1,137.44394682763715,133.57427434358985,HAM
2,263.24502434432566,261.749608,HAM
3,301.92333328,305.6703506180326,PER
4,301.69439654252875,303.94502554013604,PER
5,307.72321424761907,313.0512173757984,PER
6,311.8512770835149,318.0166885643739,PER
7,311.93080365714286,312.55540132345675,PER
8,208.8497259623448,202.3378007111111,HAM
9,197.60365898085664,189.82006071011554,HAM
10,188.5356712362553,187.36589058588697,HAM
11,168.00188497128477,167.0621557815659,HAM
12,255.1479634227629,251.58766104011545,HAM
13,270.688633668816,282.29964197838206,PER
14,277.34005367741935,280.4121631012151,PER
15,271.8082108216083,271.7683191791091,HAM
16,190.18443535809428,182.67971571595388,HAM
17,196.6161985091516,192.3162318251362,HAM
18,239.70407272021598,236.17163170394556,HAM
19,283.1139879263492,284.10885561838813,PER
20,302.8223643822548,306.04614162962963,PER
21,310.2013888790123,315.63305923944375,PER
22,308.41641659902467,315.40796703882785,PER
23,261.46742508054183,258.0377964544655,HAM
24,117.63484690598135,116.00950745869615,HAM
25,228.64583466666667,,HAM
