Minisector,LEC,GAS,Fastest
0,292.19520773333335,291.39714902456143,LEC
1,304.1992296605042,296.8004638814815,LEC
2,160.73153795860975,169.3608094,GAS
3,218.63619314792243,220.98734461859092,GAS
4,277.8665748596003,272.45401430716254,LEC
5,303.80092533333334,293.72017532631577,LEC
6,316.0399508705882,301.5460648888889,LEC
7,185.2984768474623,185.19190642448663,LEC
8,115.83799916490665,121.22459992358982,GAS
9,250.1633775749644,247.79563443809525,LEC
10,293.14384283702987,283.8455119672004,LEC
11,311.8888888888889,296.19233123337153,LEC
12,142.74379641536134,157.39688196519236,GAS
13,188.24910697142857,185.79500351341267,LEC
14,258.6479179767187,257.4170350294785,LEC
15,191.27857188571429,207.65335156672347,GAS
16,204.27599540058003,214.40371188272675,GAS
17,204.64951967179485,213.75984176275446,GAS
18,235.34671349197205,241.17921444195937,GAS
19,276.01090125733515,273.94473684210527,LEC
20,297.69537037037037,292.1884523090034,LEC
21,266.5288789798034,266.5449203527438,GAS
22,226.49388967688256,230.9165364871526,GAS
23,201.32665519769708,202.36324766910388,GAS
24,267.0639707411146,261.31249980952384,LEC
25,,282.02916693333333,GAS
