Minisector,NOR,ALO,Fastest
0,306.23829833229274,306.1588236392157,NOR
1,206.20742174436768,225.80956031784805,ALO
2,149.95361592142856,142.44440249718812,NOR
3,228.73670103873013,216.74023584993625,NOR
4,165.69526693454364,157.34649996750213,NOR
5,185.70521947136416,179.78169907809522,NOR
6,258.1344825618713,249.4396305777778,NOR
7,280.8581896417175,278.014374894396,NOR
8,289.56888896948146,286.228715720473,NOR
9,263.66436874812484,246.80292477754386,NOR
10,246.70025911099856,239.71659712287433,NOR
11,242.27479155555557,230.32614883283117,NOR
12,205.0967576825893,201.03284234971431,NOR
13,126.54043716425413,124.69948430410142,NOR
14,134.1254209434833,137.04508511487245,ALO
15,172.4739974606349,176.7304053115822,ALO
16,248.32887256812367,254.74503642433154,ALO
17,248.40433931555557,238.55289444963924,NOR
18,111.91892436138681,112.02620871752306,ALO
19,204.12046484018208,196.64064873383063,NOR
20,206.89383420586665,190.89846003983806,NOR
21,242.23273232611785,236.07855886103138,NOR
22,269.375545423752,270.858561820767,ALO
23,289.88973242857145,296.14268422588236,ALO
24,302.04555373511107,314.62772251377777,ALO
