Minisector,HAM,STR,Fastest
0,288.9189585066666,307.4835648592593,STR
1,293.0325937980324,301.0974217931537,STR
2,168.11587285751708,153.07500013714287,HAM
3,235.9510424,233.48786302608696,HAM
4,280.1290590510261,290.2261904761905,STR
5,298.0190671461531,316.6211485938375,STR
6,303.96127454117646,327.1320312666667,STR
7,153.66710677183744,146.1833103882784,HAM
8,149.49766274612244,140.45496840604943,HAM
9,256.9416100742134,257.8781464526077,STR
10,286.83932737566136,296.3599539555555,STR
11,297.6914926793148,300.4340004318661,STR
12,148.3254398069794,135.02855925688172,HAM
13,210.29551138048146,208.2445982284624,HAM
14,269.44686850167943,266.0324563649123,HAM
15,210.42828006061723,201.558427933468,HAM
16,228.67564207373525,226.50190986666667,HAM
17,223.31738062019048,215.48202793278622,HAM
18,253.53529720394195,250.1030303030303,HAM
19,280.97412376666335,280.82604197333336,HAM
20,296.88157911578946,294.35343140392155,HAM
21,267.5598610544849,259.8674602666667,HAM
22,228.20544033443147,215.12195487179486,HAM
23,216.97020463247623,214.59714305437734,HAM
24,273.7835323574012,276.27960578245614,STR
25,289.4166677333333,,HAM
