Minisector,SAI,ALO,Fastest
0,290.6941358649639,304.8043759254914,ALO
1,301.85746073656867,323.2429436052389,ALO
2,307.16278256435953,325.52647566666667,ALO
3,303.6289411030913,311.17581002962964,ALO
4,166.47145259367295,154.33092937740432,SAI
5,202.22805782568508,203.8917700658585,ALO
6,229.92610987123808,240.1947584512113,ALO
7,261.6085296409269,264.33988865336676,ALO
8,252.08842870857143,245.53839771015714,SAI
9,159.10365081094983,155.8971787612165,SAI
10,222.4741809044888,220.63211237417826,SAI
11,125.34803875649072,125.08431101690005,SAI
12,225.90557089415358,227.33274970198832,ALO
13,178.2954629377064,177.20252877357996,SAI
14,210.83847006432023,216.8675223868599,ALO
15,235.81121355301585,236.4383179516609,ALO
16,257.8872881559906,264.8083343940741,ALO
17,285.0229916377554,293.15110145777777,ALO
18,149.38884318652498,151.23691886186361,ALO
19,163.76787539033833,160.62447797316597,SAI
20,137.33847565133487,138.8712467777887,ALO
21,224.3689154806653,232.86286770376142,ALO
22,258.0015396162097,259.4307592426399,ALO
23,246.2586290591085,247.59922925133785,ALO
24,274.7749321507858,277.7534546566845,ALO
