Minisector,HAM,VER,Fastest
0,317.2037499352381,332.64282742095236,VER
1,323.55041664,337.8900462814815,VER
2,325.7548245333333,339.09999999999997,VER
3,173.57364994800514,165.13425962027543,HAM
4,140.19400462414194,135.53281744253968,HAM
5,270.85117226748736,268.13019328003185,HAM
6,298.4028143768522,300.67954545454546,VER
7,309.88083322666665,307.7076521341483,HAM
8,261.88739051959413,256.7234375,HAM
9,163.580154059243,152.54419081948745,HAM
10,233.9430611569097,221.2195533202143,HAM
11,238.60569959267397,230.98203175724353,HAM
12,213.69454306933415,200.2885410712302,HAM
13,276.40731102709645,275.2701344132505,HAM
14,303.83757152701014,308.4789792074317,VER
15,316.98564361539565,319.8962500266667,VER
16,266.9102912380952,249.37823794590477,HAM
17,228.29019317650273,218.71794636071192,HAM
18,281.74477854199137,278.6846583034574,HAM
19,307.22073657182113,310.45439513396593,VER
20,318.1139582933333,323.74953693968257,VER
21,303.22297000731277,298.60492421818185,HAM
22,227.0838650473145,219.89607144400867,HAM
23,276.8112079070449,274.3010140261589,HAM
24,305.47192558701215,308.0329104318566,VER
