Minisector,HAM,GAS,Fastest
0,256.3728783930213,261.1467705426046,GAS
1,137.44394682763715,131.62571075571017,HAM
2,263.24502434432566,268.5934884675742,GAS
3,301.92333328,314.6821853006803,GAS
4,301.69439654252875,314.94876524367857,GAS
5,307.72321424761907,325.0934523428571,GAS
6,311.8512770835149,331.2264660246914,GAS
7,311.93080365714286,325.23244874895323,GAS
8,208.8497259623448,184.36699854939488,HAM
9,197.60365898085664,196.37959673968453,HAM
10,188.5356712362553,179.3883381924198,HAM
11,168.00188497128477,169.27095009332223,GAS
12,255.1479634227629,254.3516993941444,HAM
13,270.688633668816,271.6184344242424,GAS
14,277.34005367741935,278.4850214578995,GAS
15,271.8082108216083,269.29191825454546,HAM
16,190.18443535809428,183.9533665614651,HAM
17,196.6161985091516,191.86655142259042,HAM
18,239.70407272021598,246.7086291718024,GAS
19,283.1139879263492,289.9041749915457,GAS
20,302.8223643822548,312.65591680775725,GAS
21,310.2013888790123,319.1672839506173,GAS
22,308.41641659902467,307.1670685783796,HAM
23,261.46742508054183,239.9631350612574,HAM
24,117.63484690598135,117.17077840758681,HAM
25,228.64583466666667,,HAM
