Minisector,HAM,GAS,Fastest
0,285.4506841192652,281.5261190722689,HAM
1,127.68344737515659,122.373888161434,HAM
2,154.1106397463743,159.74529465477474,GAS
3,215.44130300289856,208.11331198429508,HAM
4,166.18402776769588,158.3859216190444,HAM
5,247.47799335233606,240.8568425237423,HAM
6,211.08803067906865,210.62973410909092,HAM
7,138.64870477688788,134.70764560217486,HAM
8,235.99290615632594,230.74312565333335,HAM
9,278.94791706666666,274.2373404116364,HAM
10,287.6997537882353,284.64926437647057,HAM
11,148.6151297402242,144.55513297839016,HAM
12,224.83000181333333,214.3083881004329,HAM
13,273.92879506436685,268.30374715518207,HAM
14,266.1500972783069,266.4443288296296,GAS
15,100.31206810081885,98.66388999663333,HAM
16,220.47194611555557,219.78541760725625,HAM
17,272.16947307699434,269.6346725175271,HAM
18,294.06824330024534,290.03286539039067,HAM
19,303.62809541079366,299.9408334222222,HAM
20,306.8998616789775,304.32055566222226,HAM
21,280.4473856964058,283.07715275879633,GAS
22,154.78099421754303,154.99495920505058,GAS
23,235.58134927028277,234.2809222736842,HAM
24,277.4622556235294,273.78480451764705,HAM
25,289.7833344,284.3,HAM
