Minisector,HAM,SAI,Fastest
0,305.1188408115942,287.46058440839914,HAM
1,319.56746016507935,294.4155796869565,HAM
2,304.4002809039189,285.3356641466818,HAM
3,113.35186919139737,111.58179987398987,HAM
4,218.6215279243774,223.73694432,SAI
5,274.1647534064195,272.7726585828571,HAM
6,219.92187606666667,214.4905110118326,HAM
7,160.7866572244166,163.32258686171377,SAI
8,211.63651834129914,212.2145836,SAI
9,223.98624208193226,223.89160689135468,HAM
10,120.75238610948955,120.33502567756348,HAM
11,225.6605025656518,234.16376083841374,SAI
12,123.81291164832548,126.92466182179304,SAI
13,223.04747678058638,225.53291252200842,SAI
14,277.1483331413333,279.4822916,SAI
15,217.63198367139853,217.94077194441672,SAI
16,192.22276218476955,192.84206593784532,SAI
17,253.581412429992,250.49183870658143,HAM
18,213.52285061505376,195.68668930393002,HAM
19,175.99780282375735,181.79395333490828,SAI
20,264.0318779003315,262.7554617427615,HAM
21,281.09239132753623,286.96051593650793,SAI
22,178.22276719032584,175.10511021983356,HAM
23,213.00739173947773,218.78011923809524,SAI
24,269.2376020403038,270.4409511450148,SAI
25,282.55,,HAM
