Minisector,NOR,OCO,Fastest
0,276.7919076738047,271.9698804194486,NOR
1,304.9420166385331,299.33331955635157,NOR
2,326.828500288,312.23575794832954,NOR
3,337.64786259369316,318.6516607552448,NOR
4,342.8985161717223,321.5081844952381,NOR
5,332.93226994285715,323.5110116525821,NOR
6,199.20517228281903,199.48362736441103,OCO
7,104.99104154798648,103.83168437478547,NOR
8,184.7313488740736,189.5281592351117,OCO
9,265.0740521592053,265.80690844012497,OCO
10,296.8272424242017,292.91910506712844,NOR
11,174.6294152588297,153.8214843189463,NOR
12,94.19385986891909,94.0730932029774,NOR
13,113.74860598104249,112.52572718207448,NOR
14,219.49370758023755,213.55485172521583,NOR
15,187.55972817299443,187.86839814232803,OCO
16,216.14825559706287,225.88632131492767,OCO
17,177.1368171376837,179.64164007280422,OCO
18,241.12307072593526,242.6474873795649,OCO
19,279.12743056911296,281.55930560329006,OCO
20,240.69177118423744,244.40555911771688,OCO
21,147.56759118032193,143.94340415412307,NOR
22,96.67633837765844,95.37029915851224,NOR
23,124.56959279406766,123.48392721680337,NOR
24,233.48297097396065,226.8069205642956,NOR
