Minisector,VER,GAS,Fastest
0,297.3660486218552,310.35097348822455,GAS
1,298.231140322807,318.40931356862745,GAS
2,298.0859649122807,324.0630685073223,GAS
3,237.86428717404294,219.29747029724848,VER
4,235.689080595482,221.72523927369122,VER
5,114.06216428178999,112.2375878291609,VER
6,216.5865651359961,212.2767643426565,VER
7,269.6600384,268.6388789264069,VER
8,235.8200293025349,245.5196469474444,GAS
9,114.80824989746492,112.75327406903287,VER
10,235.84992888076192,233.3931294081949,VER
11,253.9077048996234,249.25996396521737,VER
12,137.47156940436804,135.4472326605786,VER
13,213.05251440311253,209.80169122834437,VER
14,270.5224207746032,271.19085524948395,GAS
15,234.18849873066665,236.49945426285714,GAS
16,159.74863455022813,150.16626762005362,VER
17,241.89166715362316,239.8711797777778,VER
18,128.376485640551,129.443922224235,GAS
19,148.0042577142093,143.52875022323852,VER
20,188.88625123555553,174.6968731,VER
21,258.6791045643318,254.38819902333012,VER
22,275.9346373514739,274.994189199093,VER
23,283.5873016888889,281.0896540371882,VER
24,290.2979465447619,288.8122968908982,VER
25,,293.33095192380955,GAS
