Minisector,HAM,VER,Fastest
0,288.9189585066666,293.26730425650993,VER
1,293.0325937980324,300.2896480169312,VER
2,168.11587285751708,170.24147444355668,VER
3,235.9510424,235.32646464667374,HAM
4,280.1290590510261,277.65282029874686,HAM
5,298.0190671461531,294.2509818167525,HAM
6,303.96127454117646,302.4521164444444,HAM
7,153.66710677183744,162.9255558140056,VER
8,149.49766274612244,149.8912846907566,VER
9,256.9416100742134,256.82171326984127,HAM
10,286.83932737566136,286.20982074447056,HAM
11,297.6914926793148,297.991421427451,VER
12,148.3254398069794,153.7518083091526,VER
13,210.29551138048146,210.1173630222222,HAM
14,269.44686850167943,266.8702956045351,HAM
15,210.42828006061723,206.34385348854036,HAM
16,228.67564207373525,234.78079814492753,VER
17,223.31738062019048,214.22855400513362,HAM
18,253.53529720394195,252.4248310639456,HAM
19,280.97412376666335,279.03708378666664,HAM
20,296.88157911578946,292.22182298100904,HAM
21,267.5598610544849,271.33972269072683,VER
22,228.20544033443147,232.09851091428573,VER
23,216.97020463247623,227.73620561985635,VER
24,273.7835323574012,272.3266676266667,HAM
25,289.4166677333333,,HAM
