Minisector,SAI,NOR,Fastest
0,256.69918803859986,258.3053530646326,NOR
1,135.44197617131312,136.0474296639624,NOR
2,202.83158917746172,204.09455678476192,NOR
3,247.2824914422439,248.4854376495006,NOR
4,256.6403754805195,256.477498688,SAI
5,178.9676527925019,171.59914057439465,SAI
6,149.91850674699938,144.30163858772855,SAI
7,183.1614394375065,181.8262269064307,SAI
8,103.01513594823992,95.19740731678623,SAI
9,75.01329342206746,72.19584261768713,SAI
10,91.26667983404809,94.61853467499053,NOR
11,186.94010131156463,185.2482866438095,SAI
12,245.0092561235209,244.48329546603114,SAI
13,270.72904273038097,269.24985028808203,SAI
14,275.82099191794873,282.44999978666664,NOR
15,105.16481880630181,114.68331685060294,NOR
16,158.11447069061225,140.4266221513898,SAI
17,189.962677047873,187.4073560249977,SAI
18,203.37466561284782,197.35137693289175,SAI
19,215.85422526162463,222.53350817122808,NOR
20,141.5679961004329,142.15758399492063,NOR
21,105.12172034127077,122.38920825695376,NOR
22,97.76671209162964,94.28425503833665,SAI
23,201.41443293946523,192.68227145904763,SAI
24,253.684412205874,251.0630782222222,SAI
25,,265.6378438758547,NOR
