Minisector,SAI,STR,Fastest
0,292.7017977331966,292.6477026105862,SAI
1,303.31094717018635,302.425037593985,SAI
2,278.5200599982222,302.4420765257143,STR
3,104.5800847575543,103.87609105445944,SAI
4,214.9510803697598,219.05065924693085,STR
5,268.6117906160951,278.7797662768263,STR
6,211.38907978748455,226.07324524472662,STR
7,154.90140896235872,151.82039427595382,SAI
8,194.55349104544763,203.07200825818748,STR
9,213.8298666452353,218.38433537564956,STR
10,113.98055691754881,116.31414147281822,STR
11,226.20185363337592,224.54592699278203,SAI
12,111.34136303612358,119.99884973066636,STR
13,217.83034665467773,207.79154172138973,SAI
14,272.9078847022827,266.897309586505,SAI
15,222.09605263248645,217.780470421978,SAI
16,190.12560934571428,186.2540851149397,SAI
17,234.9819247153439,239.49908453017127,STR
18,192.6888721575673,203.86748147827225,STR
19,183.80253561151858,176.9922782039442,SAI
20,262.6583915801278,257.7296283851484,SAI
21,290.2164440482801,285.77169367930736,SAI
22,165.418644815365,179.828411665249,STR
23,204.41087086897122,197.560665273961,SAI
24,271.6428623632874,267.4069225372095,SAI
25,285.78363346761796,282.2964288,SAI
