Minisector,VER,SAI,Fastest
0,285.9995265151515,276.10291810805194,VER
1,114.17898827363113,121.45006656941369,SAI
2,164.31739417989417,156.35897843176915,VER
3,203.10720126434413,202.01090317374522,VER
4,167.05876668585185,153.98010749392776,VER
5,239.9358134920635,235.35774270712497,VER
6,194.02457189625656,204.79076829065255,SAI
7,133.90948491612554,135.11620488355217,SAI
8,241.23694971997776,240.14117647058825,VER
9,286.86288515406164,282.1369974563322,VER
10,283.51666666666665,282.38225775660055,VER
11,153.84111360310493,151.8604843621254,VER
12,221.31785047644559,220.52703040439673,VER
13,278.7860812609676,275.0277565571683,VER
14,255.34872534872537,255.50194635288275,SAI
15,102.934542764235,98.1372886108855,VER
16,226.45065789473685,224.43005449106204,VER
17,292.72052789752166,288.3043067226891,VER
18,324.34508928571427,310.1237873117147,VER
19,336.3285714285715,308.95287609558443,VER
20,331.5007727953945,302.85141329258977,VER
21,285.3860294117647,283.39757492522705,VER
22,154.8015757136289,155.14632866565773,SAI
23,241.71994682016185,240.08052607712656,VER
24,270.59127976190473,276.4813564528952,SAI
25,,281.43333333333334,SAI
