Minisector,VER,HAM,Fastest
0,288.0461948355019,286.12484583672517,VER
1,291.92128662,289.5014498294612,VER
2,173.01803707044368,171.75073935952815,VER
3,221.4721544909804,224.53462861687785,HAM
4,270.095889158394,270.80764398571426,HAM
5,292.67130199997166,291.34841477235767,VER
6,302.9562242742857,294.9640283835828,VER
7,180.95261278056884,168.47631374216112,VER
8,124.3202697691003,124.42911916941904,HAM
9,251.60553722893317,246.63255778285716,VER
10,293.57863856839987,282.8187104474272,VER
11,307.4732043342857,294.82546732952386,VER
12,148.57492820924256,136.64678131355458,VER
13,180.58897741721262,194.1077834001517,HAM
14,255.95735056427134,256.8367627115458,HAM
15,209.0753066569697,191.26800949371636,VER
16,216.17645328974197,217.30149687329663,HAM
17,219.30134376699897,210.40134839731093,VER
18,249.6107063573333,240.53083779794775,VER
19,278.4614032673103,274.59449708095696,VER
20,295.7082138379832,292.0356724850356,VER
21,270.1922222114486,257.318089547222,VER
22,229.0617370926089,225.15792689902455,VER
23,208.76507662268398,200.17262941822474,VER
24,263.67193472329143,260.6719532977893,VER
25,280.1625,,VER
