Minisector,HAM,LEC,Fastest
0,241.5991905118139,244.58050756079123,LEC
1,272.99480868888884,274.3050996065095,LEC
2,164.78548052786877,180.5212285159718,LEC
3,156.11247963010408,161.01369378831586,LEC
4,257.10391101162344,256.4112827265651,HAM
5,268.71839985608466,265.9903984995904,HAM
6,228.29249843090244,222.95360910197303,HAM
7,206.846226413525,205.3058414180405,HAM
8,155.78900160513166,158.34023582361914,LEC
9,214.91631792,214.17597473947612,HAM
10,271.19134969900017,269.75422640904554,HAM
11,124.76722094071431,120.86722158664317,HAM
12,207.33298875623933,204.8619081376181,HAM
13,269.76864197532336,268.1377716889441,HAM
14,289.7850141441847,289.8003620001606,LEC
15,296.6871520585621,298.0681156030075,LEC
16,234.0281714606105,243.285695468642,LEC
17,136.99007309730158,134.01928839097707,HAM
18,135.36872174732306,132.47607462642506,HAM
19,122.04103168380696,127.4943220403113,LEC
20,223.3837534488445,219.7570021936762,HAM
21,257.98113519256054,252.0471511185185,HAM
22,229.95319685845888,230.13504483711998,LEC
23,215.17632294164557,210.41530525547427,HAM
24,137.51524645883833,134.0490102651049,HAM
25,,211.0,LEC
