Minisector,VER,HAM,Fastest
0,306.5934525714286,300.8512595974095,VER
1,240.69871278370442,229.31510860546032,VER
2,130.5712686454144,135.43885371757403,HAM
3,240.62635629241413,245.97524985779845,HAM
4,196.22387466884354,191.96616683020682,VER
5,251.66877437963524,239.65652069538316,VER
6,232.27544132368254,226.23560035003067,VER
7,257.4978761127619,256.309842894686,VER
8,292.2750154609778,288.160485689613,VER
9,213.73824402827623,207.65414414580815,VER
10,199.6306631329225,199.78137745946194,HAM
11,276.55681004969694,272.62612346225893,VER
12,214.0681007520569,222.23665759957973,HAM
13,247.4312142615873,246.755296738322,VER
14,293.1183615370248,289.80769790120894,VER
15,309.663148277539,305.1836323014493,VER
16,311.8826057707231,307.87786020941326,VER
17,212.23886390263175,211.5882247587398,VER
18,260.24765645235885,258.4026577494887,VER
19,299.7006625713823,292.5229481096296,VER
20,311.59098632623375,305.4808682452301,VER
21,315.4003750933333,304.3369489403752,VER
22,152.7774522695506,149.73240226799612,VER
23,233.49005632257897,226.94859192063046,VER
24,288.1401241411992,285.19994196269084,VER
25,,297.682144,HAM
