Minisector,VER,LEC,Fastest
0,258.4139558799069,257.91155795141253,VER
1,204.43044162830137,212.65350088661756,LEC
2,225.18457431941,221.81346392719226,VER
3,263.2815274537374,263.15517630807454,VER
4,273.8729014067139,278.840550367033,LEC
5,216.61599047471032,231.47932304120383,LEC
6,99.46862723084897,98.32162249759031,VER
7,182.13938754778022,188.24145866614813,LEC
8,267.891575719346,270.2433044651504,LEC
9,290.3877608284073,292.0132991863012,LEC
10,297.8276840883285,300.2738866564936,LEC
11,292.6229345792359,297.85687490738,LEC
12,114.48449537346136,113.94824672298043,VER
13,215.7045500360351,216.31276372190834,LEC
14,275.64382465811155,276.89882766128295,LEC
15,293.9021932407403,295.37333333333333,LEC
16,227.31763128349826,228.69385228619575,LEC
17,125.99430422873245,126.42363562616394,LEC
18,153.32434191976026,154.86491223582374,LEC
19,251.07143204665496,254.67126591307834,LEC
20,157.65284925020669,160.6208792271898,LEC
21,129.02186127159965,129.19817277165382,LEC
22,207.9594213534863,204.89306997313764,VER
23,209.1021090269348,213.83201739237745,LEC
24,169.46419295913472,167.4907451382419,VER
25,,232.41666666666666,LEC
