Minisector,PIA,HAM,Fastest
0,294.8250775026455,291.1604403978562,PIA
1,300.53209557909224,299.79317665408206,PIA
2,161.56704089489176,162.6778954106298,HAM
3,223.30760598152125,220.25050305114317,PIA
4,279.1006942532628,272.7688654577778,PIA
5,309.90722572284466,294.12125830502106,PIA
6,318.2020384866558,301.2954265269841,PIA
7,163.84423013398268,183.78797360757932,HAM
8,134.52900933754086,127.25960692262397,PIA
9,254.70982395705627,247.22499412419046,PIA
10,298.37084754294443,285.3467165008947,PIA
11,307.4201771228466,295.91506735714285,PIA
12,142.92263831283287,142.51260983682636,PIA
13,190.7451268718198,190.47953013017377,PIA
14,256.60525914164805,259.350143547775,HAM
15,201.21151215901244,210.94675005009987,HAM
16,218.096707776,212.47738095565285,PIA
17,219.2154326010158,213.08199264927538,PIA
18,248.26233265198096,241.51621569447252,PIA
19,279.65342496925285,275.8590227428572,PIA
20,295.2196364362696,293.64513230560846,PIA
21,260.40965069485713,256.0333068030476,PIA
22,222.38201312137,218.53103473593075,PIA
23,205.0471583040747,201.21795411507355,PIA
24,270.5443159563772,263.8937151996079,PIA
25,,281.75000064,HAM
