Minisector,VER,OCO,Fastest
0,275.56810115030146,280.8116851749074,OCO
1,143.45973793292805,144.15493356305123,OCO
2,223.58888015075567,214.4864761264814,VER
3,281.5232665606455,277.3147905709037,VER
4,306.57560476515846,305.41287465109355,VER
5,298.6267479359569,295.87080676557076,VER
6,155.39675422981853,148.06093137095516,VER
7,236.0252153436886,229.15894110751836,VER
8,108.17962872997018,105.73981210014101,VER
9,176.71752603886142,165.7957284410993,VER
10,275.7756633441223,276.7935286633336,OCO
11,298.2418541244784,292.87024595613747,VER
12,213.8246643355455,203.2301980043122,VER
13,175.3640252404457,173.6264261058366,VER
14,279.10564770001054,279.6836825141406,OCO
15,306.5428686075607,309.49422830973083,OCO
16,319.290989690086,321.90144654922364,OCO
17,324.244718756815,328.6225031974153,OCO
18,327.63277774222223,329.36189680725573,OCO
19,321.8625460894788,323.1653737338252,OCO
20,178.47371358459927,180.75022978129118,OCO
21,181.97923258552484,187.028417961982,OCO
22,278.5986068082347,279.97610108321993,OCO
23,308.86440616699866,311.451996874181,OCO
24,318.71971602194986,319.4655435107976,OCO
