Minisector,VER,SAI,Fastest
0,277.8210309039859,268.6526947984762,VER
1,302.4635560330328,290.82692717619045,VER
2,307.8116208923249,295.5599577877458,VER
3,124.34550909564148,128.91130173422678,SAI
4,197.16143321387946,194.74627166344683,VER
5,256.512201989418,245.233316589648,VER
6,143.6802547980209,131.1327654848065,VER
7,201.21700630728608,206.75926129987886,SAI
8,257.1665522906667,262.28294289457,SAI
9,278.38805668705584,281.50759261037035,SAI
10,236.11319859327133,232.29076356090226,VER
11,176.21671662281838,172.4009476538642,VER
12,193.90516297863317,198.44414252024407,SAI
13,136.3672197103752,144.55187416544416,SAI
14,172.26506983105472,171.61850901560558,VER
15,160.4022548397369,159.40840922971591,VER
16,215.74180537142857,223.55756735777433,SAI
17,234.06964177724672,233.41165525006804,VER
18,241.43567464918956,241.55520592845022,SAI
19,236.04362365737373,224.54609074587424,VER
20,146.62688647335037,151.74829180884078,SAI
21,135.4794403151235,123.62147153917675,VER
22,172.08657231746034,172.41516856914285,SAI
23,154.42178843531022,154.16329436670503,VER
24,225.95469763151516,231.4807093970891,SAI
25,254.7857170285714,,VER
