Minisector,BOT,GAS,Fastest
0,279.44184466285714,284.0581403022999,GAS
1,223.35998503366883,230.61822268157349,GAS
2,118.41569999195087,112.85404387382829,BOT
3,201.92637973919412,199.05577893238322,BOT
4,177.08501293697682,171.27196793764747,BOT
5,223.98586801587302,218.99910652698415,BOT
6,279.0992778580433,284.36282688,GAS
7,297.2196758518519,309.2213538666667,GAS
8,179.2824904634764,174.29120028629148,BOT
9,129.04684638773304,122.54665800103211,BOT
10,139.54348335238095,136.12687228460354,BOT
11,201.68131449438474,197.06243609091908,BOT
12,213.61816686933332,203.40372570299823,BOT
13,136.16478594663226,130.09965526420953,BOT
14,144.6059949196094,140.52400650383353,BOT
15,136.1834287857305,135.62884142748348,BOT
16,258.73848172550515,263.04217314890593,GAS
17,140.14462208977437,138.00455695015143,BOT
18,206.35019349319123,203.71084060811503,BOT
19,135.08437046093158,128.91377199383314,BOT
20,144.45999854898525,141.83385976989865,BOT
21,127.43728133636068,126.18253384541146,BOT
22,158.3332374560638,155.9278065414966,BOT
23,228.30711795555555,216.66840244444447,BOT
24,244.70693957877532,236.99261412526587,BOT
