Minisector,NOR,ALB,Fastest
0,258.3053530646326,257.70713721405593,NOR
1,136.0474296639624,127.10383860536028,NOR
2,204.09455678476192,195.88596331851852,NOR
3,248.4854376495006,245.13293846521316,NOR
4,256.477498688,252.69059776703295,NOR
5,171.59914057439465,163.74809881962162,NOR
6,144.40017157686643,141.6465502890726,NOR
7,183.86546994370735,182.94201789561905,NOR
8,95.19740731678623,101.48147347443893,ALB
9,72.47335796645365,69.13031782404241,NOR
10,95.39128007575927,98.52123947855422,ALB
11,188.38303382505495,190.55545442659982,ALB
12,245.57054814050358,245.77909841066668,ALB
13,269.24985028808203,266.202497422534,NOR
14,277.1267835885714,272.62980469743593,NOR
15,104.53655867141953,101.09637644175707,NOR
16,151.87336089242524,159.60238249650794,ALB
17,185.02419786078718,169.294582991772,NOR
18,202.36188428507458,193.01485885490894,NOR
19,219.11870306962962,199.58351687030304,NOR
20,142.6999341374506,135.73498384496324,NOR
21,118.50495122770171,97.47887382037642,NOR
22,98.08092277298603,107.35785588910097,ALB
23,200.25391722218487,205.4331810876755,ALB
24,254.69481741679814,251.60959039617623,NOR
