Minisector,LEC,STR,Fastest
0,273.2762166013288,276.24189986938774,STR
1,294.2146215539859,298.5210548733654,STR
2,292.4602431111111,289.9912143908571,LEC
3,185.37425994016036,177.51160070889938,LEC
4,117.8400643793884,115.40226316130624,LEC
5,234.72300783184468,234.27446110967742,LEC
6,281.3054283152009,283.0934466472836,STR
7,295.3149998506667,292.23516727466665,LEC
8,181.11241192977735,170.67438756039277,LEC
9,141.4756435942378,139.53162320540298,LEC
10,247.9164006568981,249.14047493333334,STR
11,285.05200042666667,289.6902699999169,STR
12,296.3489098122863,302.2971668906667,STR
13,276.5852843548992,272.9121452882649,LEC
14,293.5773067936508,292.75992826514283,LEC
15,296.6009080448169,299.9213907720403,STR
16,257.94798753103447,249.24521884269294,LEC
17,221.17925484675587,211.42917467705954,LEC
18,275.5148154469136,274.933012225641,LEC
19,296.6404115605887,298.7979962001941,STR
20,303.2506665386667,297.01602466172847,LEC
21,234.70373993766756,224.50616860958638,LEC
22,261.31439179561346,250.9647125310094,LEC
23,137.66222867357038,135.12323071869145,LEC
24,208.54706481818283,208.39968395004038,LEC
25,254.3250048,258.0166656,STR
