Minisector,VER,HUL,Fastest
0,271.00401311390476,276.53304072982456,HUL
1,299.43274284523915,303.7305241866667,HUL
2,312.5498069645311,316.19989972644385,HUL
3,321.4968682434709,324.08904394666666,HUL
4,326.2833431149206,328.0,HUL
5,328.2210938,329.30705240584973,HUL
6,203.75920595258663,209.8640271968254,HUL
7,105.8281187648637,104.81541165620828,VER
8,186.4221351072578,185.0552618642855,VER
9,261.18704343135937,262.61722009493764,HUL
10,290.176153,293.1493703020078,HUL
11,186.43315201124548,167.6020989411254,VER
12,96.82518911636168,98.44160003304735,HUL
13,115.01409238020342,112.94800401226453,VER
14,220.06718880444444,223.79463756210723,HUL
15,193.25750121522427,190.35464028361727,VER
16,229.96995597473682,231.51627436933123,HUL
17,184.53626737758242,180.43717385677445,VER
18,241.71237180326202,237.9636797231746,VER
19,278.56523042689076,278.3547779851852,VER
20,254.0160916503214,264.95064447641454,HUL
21,145.6349357230303,149.80550395428287,HUL
22,97.23701513757163,98.3907426948184,HUL
23,121.94796943769315,123.31126850692083,HUL
24,225.42606132149547,217.58735817094484,VER
25,,260.0,HUL
