Minisector,LEC,GAS,Fastest
0,292.5442163636124,291.2733530997486,LEC
1,298.0889365715343,291.3687514,LEC
2,162.69078384354734,155.43733067254672,LEC
3,228.7546132125087,230.74674641062882,GAS
4,279.05564914918085,283.6664405484083,GAS
5,296.76982428632317,306.3476893318778,GAS
6,301.4227902352217,316.1035476627405,GAS
7,160.44243280763257,138.95786318503758,LEC
8,139.24708002465007,148.60710593880697,GAS
9,254.7295104753124,252.5001406708971,LEC
10,287.6587610382837,282.7675841254168,LEC
11,297.47136819345155,284.1653489527373,LEC
12,146.0535286149709,135.76457428468112,LEC
13,198.2012457498913,207.05237527736074,GAS
14,261.22741967284213,252.1988381541776,LEC
15,203.59981089553804,194.4324293315115,LEC
16,227.32599785569613,228.38405054719638,GAS
17,214.98188166153096,213.0176441151313,LEC
18,247.57799286184138,251.3372362038597,GAS
19,279.9825142190376,278.71179588986774,LEC
20,296.48388895492064,293.0960565428571,LEC
21,261.52117332597726,249.29498492951817,LEC
22,227.14937961731727,214.4107028420159,LEC
23,205.0517521907565,217.4980630962459,GAS
24,267.64491265392087,267.77629469433873,GAS
