Minisector,HAM,OCO,Fastest
0,270.0809546353038,263.5352902339416,HAM
1,131.03203516716022,133.3619170893699,OCO
2,269.0602663238095,264.48243216891916,HAM
3,315.822451155923,307.8847750359008,HAM
4,315.87569453968257,307.07521047960887,HAM
5,327.7045467195022,313.64822592513576,HAM
6,332.8634385312803,319.0496528,HAM
7,331.60549246060606,316.90973375508753,HAM
8,194.86635674666667,203.99543643981892,OCO
9,199.4864913176824,196.54957768822055,HAM
10,184.1312258788367,188.94306474285713,OCO
11,164.32417767169267,158.89735544996742,HAM
12,256.1739233376344,251.36120824426362,HAM
13,282.9785016469542,278.5533949234568,HAM
14,281.4232708645807,277.2292130688125,HAM
15,275.17099728868465,276.37612354708995,OCO
16,189.47219182026862,185.42083517575742,HAM
17,195.82567469075897,188.72259719779527,HAM
18,243.1956937146861,240.87509517888918,HAM
19,292.4099228092728,289.4865710384762,HAM
20,314.01719165528215,312.72795137777774,HAM
21,321.6503106385093,319.6079105545894,HAM
22,320.96053303944495,318.98255813014106,HAM
23,259.1180169142857,266.1104125000274,OCO
24,115.60659998791603,113.43234679227557,HAM
25,231.7,229.27860287815048,HAM
